DowJones,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28
T11,0.053900305766906,0.103525322740814,0.0276243093922652,0.0485723569884573,0.0273402340234024,0.0619478117937128,0.085552575176149,0.0588235294117648,0.0327578146410665,0.0327975491018969,0.00879641376977094,0.0227704676143229,0.101602425292334,0.024887176664832,0.0917854828256643,0.0137614678899083,0.010238258024873,0.0521212121212121,0.186067281929146,0.0495867768595041,0.00787451046095213,0.0436603984360454,0.0519672102945223,0.0295418181818182,-0.00921380342926247,0.016780647713785,0.0488796777851642,-0.00661900792585582
T12,0.00607246474596864,0.027334083239595,0.032258064516129,0.021045823845646,0.0418355054210929,0.0099964528715617,0.0295567667261743,0.0656549261483525,0.0634063343895853,0.0666612487047685,0.0567619686425756,0.0426747092384691,0.0121481364994496,-0.0055202929836431,0.0318320100912667,0.0339366515837104,0.0574316799451727,-0.01036866359447,0.0296184738955824,0.0236220472440945,0.0468727272727273,0,0.0630348126494819,0.0242861784942287,0.088374188111187,0.0660037020772767,0.0446507350656774,0.0488888888888889
T13,-0.0539199248876668,0.0684331544946896,-0.00260000000000001,0.0185534632691572,-0.00183958793230308,0.0247544246139438,0.0287082438593066,0.0023692872676195,0.0321174311926605,0.0357142857142857,0.0186052046969216,-0.00355871886120996,0.127092639347446,0.0321824681145178,0.022508269811592,0.0240700218818381,0.0415363676134614,-0.00931315483119917,0.0475377864456363,0.0307692307692308,-0.0208958778898686,0.0627062706270627,0.0144223558052867,-0.00215172413793104,0.0256465028103013,0.00619482408889678,-0.00371154623968025,0
T14,0.025306585383143,0.0569788891166224,-0.028724684178865,0.0141733711635379,0,0.00160973735317631,0.00930980208298461,-0.0354595260807537,-0.0200105243696045,0.00862528735632183,0.0142150562760448,-0.0321428571428571,-0.0148878243788125,0.0118333908785586,0.0439552711161123,-0.00641025641025641,0.0306702654770888,-0.0211515863689776,0.063532697230626,0.0261134328358209,0.00457650827116441,0.0491858317945274,0.0331775116297585,-0.0194349220391463,-0.0208398417161304,-0.0369245598851581,0.00932537313432826,-0.00423728813559322
T15,0.00622234513274345,0.037037037037037,0.0376344086021505,0.0399202871705777,0.0292594737858283,0.0643067479573639,0.0460754061736177,0.0269607950393187,0.0997736046207877,0.0598242287214645,0.0299900161277936,0.0387424354243542,0.056148329543467,0.0903337883112048,0.0210185933710591,0.0354821505376344,0.00297349513976927,0.0732292917166866,0.0428884026258206,0.0581821566961844,0.031864389677875,-0.0249599999999999,0.0565732402738941,0.0572612704051425,0.0765989125666351,0.0223638046449556,-0.00739373720883463,0.0127659574468085
T16,-0.0429435206815996,-0.0276738967838445,-0.0077678756476684,-0.0172714541925656,-0.0213165075034106,-0.0211406192155564,-0.0264318112134316,-0.0167037387398904,-0.00411712698433646,-0.043010752688172,0.00193863475375606,0.00355240796421446,-0.0388539251407752,-0.0126702325404954,-0.0205859065716549,-0.00415369329793279,-0.0415431383467019,-0.0246085011185682,-0.0738564834242552,-0.027491560091052,-0.0220553363548802,-0.0320807351493273,0.0158683851339384,-0.02708,-0.0316231400876706,-0.00937407890858547,-0.0186160703644553,0.0336134453781513
T17,0.00638954698829773,0,-0.00783704297841053,-0.00976250000000001,0.00362432479526056,0.0185118834348501,-0.0588165025031764,-0.0291300843307708,0.0248446381958155,-0.00843146067415729,0.00193488372093018,0.00531258141615986,0.0234000758176241,0.00394782341414686,-0.0105766639719752,-0.00938312305839087,0.00929524168413445,0.0756880733944954,0.053013140009062,-0.00352793514026936,0.0390960903909609,0.00661185047045862,0.00854700854700855,0.00856528114678836,0,-0.009462783790533,-0.0189813465461966,-0.024390243902439
T18,0.0509345127692967,-0.00500000000000009,-0.00526315789473684,0.0216867165705197,0.00362859821521583,-0.00454385553470919,-0.05769208579967,-0.0249959827884805,-0.0282892014894497,-0.0283196751033433,-0.0174174620269618,-0.0299323943661973,-0.0415880926724138,-0.00688869966226246,-0.0318649145502825,-0.0178964210526316,0.0092018574839959,-0.00533049040511728,0.143072289156627,-0.0283687943262411,-0.0217090069284065,-0.0229894736842106,-0.0296610169491525,-0.0191048183275811,-0.00408038355605427,-0.04140428042697,-0.0947747613919114,-0.0375
T19,0.0666576160738527,-0.0100502512562814,0.0105820105820106,0.0752931292239642,0.0162091096234019,0.0745845235641154,0.0408120783180476,0.0410234576718124,0.0395044973122572,0.0408068067320969,0.0157608284828786,0.0235964387555391,0.004356839183444,0.0207901810229387,0.0439552711161123,0.0160789128898828,0.0577444814403749,-0.00428724544480169,0.00734048560135519,0.0401401459854015,0.0325434765502046,0.0470608515773144,0.0327510917030568,-0.00433590070371805,0.024582607804978,0.0232554235609448,-0.094017094017094,0
T20,0.0596919943998983,0.00683326825458817,-0.00784921465968587,-0.0179476278567405,0.012409778019883,0.0113274077592744,0,-0.0492618636129765,0.048,-0.00559330237894626,0.040706976744186,-0.0124141843971632,0.0366625852719958,0.0349198259671375,-0.0158313123147399,0.00421940928270042,-0.00574193360342762,-0.0182992465016146,0,0.0105319889515169,0.0128938531520161,0.122242344418834,0.0211416490486258,0.0108660869565217,0.0120088973308007,-0.0357144810162576,0.00943396226415094,0.0216450216450216
T21,-0.021438866202258,0.0672871824704285,0.0290194025566119,0.0365629643496472,0.0472819598809544,0.00700936689880681,-0.0588235294117647,-0.0207266588033951,0.106870229007634,0.022535109700914,0.0130144088097537,0.075404166331537,0.0749839705733474,-0.00937468652252024,0.0963104935313846,0.0283596638655462,0.0375674249530957,0.12280701754386,0.131352765321375,0.0486111111111111,0.0169760923950868,0.0773857551529378,0.0124223602484472,0.0387166923585113,-0.0237204420571711,0.0808116323382632,-0.00233271028037384,0.0296610169491525
T22,-0.0904571954587297,-0.0914789244186047,-0.0179446153846154,0.0017608415919813,-0.0300875010034519,-0.034775978831233,-0.0104125,-0.0211606223490179,-0.103448275862069,0.0165200373772457,0.0404475346768786,0.0267112566577807,-0.113357400722022,-0.0614937079417098,-0.131743256743257,-0.0531155107097213,-0.0139291112774945,-0.109375,-0.12914946325351,-0.125827814569536,-0.00973818793870395,-0.0386029411764707,-0.0858895705521472,-0.00828154606527183,-0.024284124253769,-0.0249231318145088,-0.0281029391927337,-0.0246913580246914
T23,0.0211186829498685,-0.0555944405559444,0.0600477909230667,0.00879999999999991,0,0.00144041335216723,-0.015789407202496,0.0297296775625621,-0.0230769230769231,-0.00813445261551269,0.040639099019641,0.0276449499706016,-0.0623141198130575,-0.049387438817448,-0.0252409032072488,-0.0323625154045573,0.0113035629862036,-0.00986842105263156,0.118528351981794,-0.0265212121212121,0.012640318272661,-0.0428439912187522,0.0492170022371365,-0.00418203195980972,-0.0331976563310173,0.0638950472459588,-0.0578311023379187,0.0253164556962025
T24,-0.0678604466763579,-0.110217046056114,0.0689655172413793,-0.10645474751762,-0.0896690999983448,-0.129497137236343,-0.0855654093458423,-0.0314955833079501,-0.0984314960629921,-0.0928882438316401,-0.0695961143527724,0.00474430379746827,-0.0769143633892161,-0.131498029180511,-0.141202508299521,-0.0735787265618311,-0.0782122113613827,-0.0775193798449613,-0.15225500169549,-0.093385795397948,-0.091537053347044,-0.158996744598994,-0.138592750533049,-0.0838577236317774,-0.0987088210450103,-0.0510495169692985,-0.0741807706157724,-0.0452674897119342
T25,0.00949883036790236,0.0743693479295574,-0.0345585253456221,0.0527375000000001,0.0227297523366185,0.0809952242879071,0.12280701754386,0,0.0611357983287219,0.072289156626506,0.0601919977576903,-0.0157480711762423,0.0833231071297092,0.0647142687418321,0.0268018211493859,-0.00120144635657535,0.0530283237793728,-0.0156062424969987,0.1562,0.0214662418282701,0.0228970824112237,0.0412597871030175,0.0420792079207921,-0.0549201095473118,0.0428437541839604,-0.0221515107906001,0.0303914288745094,0.00431034482758621
T26,-0.0783652833368443,-0.146195591981393,0.00715605859261636,-0.0352533276339069,-0.0555437024393712,-0.0428179792122753,-0.0520875,-0.0189719074484453,-0.0699527239685529,-0.0505707865168539,-0.0464639788499668,0.024002621446711,-0.104893520616221,-0.0642177265474185,-0.130678490755459,-0.0144578313253012,-0.0517954742810442,0.0475609756097561,-0.0878740702300639,-0.0462252100840336,-0.0238781677525643,-0.0330348090571138,-0.0783847980997625,-0.0411585129627621,-0.0913111082580848,-0.025891061315484,-0.0294950326864673,-0.0472103004291846
T27,0.0272000000000001,0.0945647943961603,-0.0592379146919431,-0.00577230769230779,-0.00393448795180726,-0.0303511085469382,-0.0494507668165574,-0.0607734534137597,0.0265486725663717,-0.0147883056881012,0.00904553961322521,-0.06875,0.0585927613262465,0.0110181011662016,0.0901741892021943,0.0207804400977994,-0.0166921910713323,0.0209545983701979,0.0149819836904988,-0.00439826888647675,-0.0305829363889156,-0.071647007426824,-0.00257731958762887,-0.00252121212121213,-0.0201098901098901,-0.0232554235609446,-0.0110498214348856,-0.0135135135135135
T28,-0.0198783563269546,0.0124437070395828,0.00755261439752385,0.0154739357027024,-0.0236056774583735,0.0148324443783336,0,0.00588139536104951,-0.0172413793103448,0.0150102823316869,0.0160741885625965,0.0184536912751677,0,-0.0072653504116246,-0.0792725988700566,-0.0239521417047027,0.00771687067589138,-0.0205245153933865,0,-0.0132814159292035,-0.00630850310705578,-0.0367999999999999,-0.00258397932816538,-0.0101265412595797,-0.010253288261587,-0.0204061757039329,-0.0390975561792731,0.0228310502283105
T29,-0.0337520811260784,-0.0935268640992625,0.00750399999999999,-0.00571735075764029,-0.0141303085439974,0,0.011569995699402,-0.00877051020354889,-0.0526315789473684,0,0,0.011534791524986,0,-0.0256385885707496,-0.0262703739213805,0.0392638807634469,-0.00765777660417212,0,0.0655829596412556,-0.00896867421470289,-0.00634855297321261,0.0305843267539573,-0.0181347150259067,0.0332438537335909,0,-0.0138894574631711,0.0116279069767442,-0.0290214285714286
T30,-0.0559210526315789,0.0896177685950414,0.024813797265321,-0.0172384198523824,-0.0347522186444672,-0.0178612559415372,-0.10857550365484,0.0707954347952029,-0.0138962962962963,-0.0414110429447853,0.0193692323293784,0.0113980456026058,-0.0184498904164176,-0.0501268107106277,0.0115202835762112,-0.00708383864715683,-0.0108004883699089,0.0512223515715949,0,-0.0452491963742724,-0.00159860639761223,0.0666540248411871,-0.0369393139841689,-0.084150495049505,-0.0414542158338594,-0.0140850917458395,-0.0229885057471264,-0.0482723614615594
T31,-0.103700016592003,-0.0369755866319033,-0.0217955572084951,-0.0428788861719646,-0.0762784264269151,-0.0528846153846154,-0.224353846153846,0.00275437379803559,-0.0281692256843244,-0.0524641975308642,-0.0327961268072689,0,-0.0714111724585904,-0.0659683444371702,-0.0265745157208217,-0.00118716040363447,-0.0811285524400279,-0.0675526024363235,-0.0273540241977907,-0.0379149794500811,-0.0287997106198268,-0.090311111111111,-0.115068493150685,-0.0351478041270994,-0.102705258536256,-0.0321396991151508,-0.0235294117647059,-0.00241932367149758
T32,0.00823768974453898,0.147428008860448,-0.0173227722772277,0.0733195166777462,0.0321060512639832,0.0750391121816154,0.0247932245076066,0.0796721488377569,0.120781609906164,0.0846796889657904,0.0499880001371413,-0.0515299234265338,0.0445066235299261,0.0875731838047332,0.0625,0.0380952380952381,0.0899877731664055,0,-0.0351541373715521,0.0640477954506045,0.0477778873224007,0.0153410201289817,0.0959752321981424,-0.00838995356841939,0.0783273110508883,0.0332069608452456,0.030110843373494,0.002425190993476
T33,-0.0450748186909023,-0.0167310167310168,0.0151132892159629,0.00948460118527144,-0.0311073181139322,0.0389576397177379,0.00805156095767139,-0.0127251085791129,-0.0732827586206896,0.0270223520593492,0.0221061224489796,0,-0.0697752291657947,-0.022076477872975,-0.0367999999999999,0.00458715596330275,-0.0233669592144657,-0.015439429928741,-0.116778774289985,0.00925925925925926,-0.0157242403174121,-0.0902704263304782,-0.00847457627118644,0.0593169779256233,-0.0446961499528779,-0.0178593985912189,-0.0175346669910362,-0.0483091787439614
T34,-0.0472024610651798,-0.143979057591623,-0.0223363877463514,-0.0169142857142856,-0.00229014357438557,-0.0437446465460776,-0.175988326325289,0.0180429330695074,-0.037209579234078,-0.0116960158691543,-0.0266117181010798,-0.0560246004063847,-0.0874730021598272,-0.0491426208536318,-0.0419190932186829,-0.0936073059360731,0.00159345148061573,-0.0940892641737033,0.0082504759889994,-0.036697247706422,-0.0335441794263076,-0.049613879191791,0.0484330484330484,-0.0186708536710243,-0.128651551966677,-0.0581782770067495,-0.0505904761904762,0.0101522842639594
T35,0.121582080516598,0.132772680937819,0.00761827411167512,0.043967743119715,-0.0114990730113888,0.0637237338504014,-0.00971642938695613,0.0683523477191777,0.120781609906164,0.0680527152919791,0.0803439561521547,0.0107913669064748,0.15069033530572,0.0712383126766689,0.123508414074452,0.0856423173803527,0.0477759472817133,0.375499334221039,0.12295425933697,0.0333257142857143,0.0429734081429663,0.0304986642920748,0.0543478260869565,0.0434782608695652,0.0671139532445749,0.0887985693383189,0.0689551400369152,0.0201005025125628
T36,-0.0401223461676862,-0.0235095613048369,-0.040302104575901,-0.040287415603901,-0.0534753388259985,-0.0460863276567499,-0.166658823529412,-0.0521327816278695,-0.0862068965517241,-0.0304754813317732,-0.0538019868153235,-0.0444868327402136,-0.07936235858759,-0.0521528429705935,-0.0816085693536673,-0.0162412993039443,-0.0486342335676408,-0.059051306873185,-0.0730568011958147,-0.055299946912051,-0.0126769691189874,-0.0885720457982285,-0.0489690721649485,-0.0520833333333333,-0.100636592266583,-0.0602819088574328,-0.061579174565042,-0.00985221674876847
T37,0.112933458294283,0.0501094343969589,0.0288670703745076,0.0305343511450382,0.0589498018494054,0.0257661830531007,0.0823333427450094,0.0700021425128105,0.0707471698113208,0.0342860277579681,0.013388557118089,0.0465580530593761,0.103425805250419,0.0508867028039885,0.1196995156667,0.0176867924528301,0.0127760584603917,0.116255144032922,0.149566619633139,0.0195123474134432,0.0433381184393793,0.0647072766058307,0,-0.021978021978022,0.111897583781186,0.037734290090697,0.0125,0.0945273631840796
T38,0.0901894736842105,0.0494734532689777,0.0255102040816327,-0.011117037037037,0.0278452251007997,0.0298268705072389,0.0434873346724754,0.0186927193922885,0.0176212695772305,0.00277571514444324,0.0280391597756868,-0.00889964412811397,0.0234539778958914,-0.0157036055885987,0.027630649717514,0.0475106326964222,0.0394365295853965,0.119815668202765,0.0412063826056461,0.100486893679569,-0.0138459807271313,0.104407836153161,-0.00813008130081301,0.0140404494382023,0.0880422823011632,0.0218222129671596,0.0678913580246914,0.113636363636364
T39,0.0034759771357948,0.00909375979931017,0.00746666666666666,-0.00373934825077605,0,-0.00152385072161699,0.0416749999999999,-0.0206429156429157,0.0303101666505049,0.0275392725541706,-0.00480769230769233,-0.0107720237616482,0.0992086390239881,0.0558589099943067,0,0.0154867256637168,0.0379326001800818,0.0641975308641976,0.0197036039070395,-0.00869565217391304,0.00311720374894313,0.0865752872404758,0.0327868852459016,0.0110803815196965,0,0.017789818805181,0.00867522474196292,-0.0285714285714286
T40,0.0103148333461628,0.0107727366894551,0.00740342754201466,-0.0169142857142856,-0.0361067163693895,-0.00305235277321025,-0.0599995200038399,-0.0117118736907246,-0.00840336134453782,-0.0375250939414218,-0.00161030595813201,0.00725954921103219,-0.0485957478720612,-0.0151223636965234,-0.0335881797096469,-0.00762701525054472,-0.00731074367909834,-0.0162412993039442,-0.0259289843104873,-0.0131649122807017,0.00777654832938652,0.00723495037566091,-0.0767195767195767,-0.032876856446494,-0.0635823536847428,-0.00349224110008541,-0.0802295941757899,0.0210084033613445
T41,0.0374095238095238,0.0515474482475917,-0.00490196078431373,0.0860387425200993,0.0187296233839236,0.0183800653820703,0.0212679041029438,0.033178483486914,0.0466033898305085,0.0417691731736015,0.0339019851116624,0.00540830387979507,0.102195246916013,0.0345290977640076,0.0486222222222222,-0.0043907870749279,0.00589316124406196,0.112421383647799,0.0596812478806375,0.0444447604960746,0.0138887463700449,0.010866562298554,0.0315186246418338,0.0566574806004786,0.0308546744831842,0.0210505165118314,0.0591953106308318,0.0617283950617284
T42,0.095108695652174,0.00175421498879254,-0.0221635467980296,-0.00528450704225362,0.0482696212589388,0.0255644347893553,0.0729249999999999,0.0298157248157247,0.00405508699651494,0.00802573711860635,-0.00156001560015596,-0.00896344086021515,0.0132303511406708,0.0197733997257704,0,0,0.0146428757063406,0.00636042402826864,0.0812799999999999,0.0255320887291148,0.0426186536310871,0.0390817163159335,-0.00277777777777778,0.010723906590484,0.0419223286441185,0.0103082639749037,0.0794164705882353,-0.0213209302325581
T43,-0.0389645228354906,0,0.0277036666854743,-0.00353416930030226,-0.0285082640277925,0.00586299504482349,-0.145629936854859,-0.0200452519275811,-0.0282322580645161,0.0159236750076393,0.00312490610258097,0.00542786380575433,-0.0195863918690007,-0.014542495223268,-0.0529795710773926,-0.0165363025998722,-0.00433239416004981,0.0849719101123596,0.0057709381473809,-0.0331952411302316,-0.0175164413813188,0.0102577590741715,-0.00835654596100279,0.0291820867144264,-0.0229814891286784,0.00680587780355763,-0.0272565569196428,0.0178250069703191
T44,0.0965806001395672,0.0168304309757757,0.00490196078431373,0.0106514794984595,0.0406363104397391,0.00728602587244289,0.0227179752911337,0.00681707515013808,0.0456500956022944,-0.0104438206002273,0.00781788228246219,0.0251798561151079,0.0266369101184264,-0.0110708173255298,0.0873612602935912,0.0212986547085201,0.0101504560722659,-0.0226537216828479,0.0459026040900397,-0.02575124979399,0.0222846867497258,0.0814024125661719,0.0365168539325843,-0.0283546391752577,-0.00588051528015143,-0.013514051768776,0.0448181280364282,-0.0350194552529183
T45,-0.0227185948835432,0,0.00975609756097561,0.00878455897239792,-0.00433188937020982,0.00289332947556075,-0.0444533333333334,-0.0316016443656296,-0.0396825396825397,-0.0184738006383086,0,0.0192954385964911,0.00326075523298625,0.00994820157815756,-0.00963121501481729,-0.0076821210662938,0.0315569655252703,0.0596026490066226,0.0220846813897877,0.0264319043658458,-0.00290426554941835,0.00938929459914938,-0.016260162601626,0.0159236750076393,-0.0236796864890844,0.00684670758156064,0.00804721950549921,0.0120967741935484
T46,0.00579540274793248,-0.00497512437810933,-0.016904347826087,-0.0714261821668693,-0.0631902610441768,-0.0533907848082418,0.0116373175564424,-0.0909068208207959,-0.0413223140495868,-0.045694623655914,-0.05572727813113,-0.017211751357663,-0.0647235618927798,-0.0406351108448173,-0.00324162580001664,-0.0243362831858407,-0.0764895500490226,-0.1375,-0.123726947426369,-0.06008624951931,-0.0408169199751862,-0.0962792176816664,-0.0165289256198347,-0.041775282400909,-0.0424303241441987,-0.0408180802612358,-0.0531914893617021,-0.051792828685259
T47,0.069403081704001,0.0250961538461539,-0.0172028807749159,0.0206409625244655,0.00698863509500522,-0.0304868457273192,-0.0229793103448276,0.00512735995898121,0.00430344827586209,0,-0.0213087406754587,0,0.0242134369628578,-0.0269551205985586,0.029352901934623,-0.0317460317460317,-0.00151229310990094,0.0442028985507246,0.0675357311135541,-0.0228239110422725,-0.00607839768788465,-0.024016891000264,-0.00560224089635854,-0.0517752511160714,-0.00632723677706377,-0.0531864062593322,0.0309033707865168,-0.0168067226890756
T48,0.0972878072405861,0.166119500984898,0.025,0.0606588235294117,0.0600443458980045,0.0220149064543934,0.105881356410763,0.10203774891144,0.0815524913475801,0.0816852656438732,0.0988293561458803,0.0157646676418008,0.111492156147392,0.0765201987137522,0.139176928062216,0.120607025761124,0.0573170451850775,0.271339347675226,0.126379284978667,0.0747663551401869,0.044344241043968,0.225347034433027,0.0929577464788732,0.0747218390804598,0.0573276290916327,0.0561741050307522,-0.0299769810267857,0.0405948717948718
T49,0.0738758620689655,0.0307271557271557,0.024390243902439,0.0363924752650962,0.0566432396251672,-0.0461572043736233,0.127658488012868,-0.0902756252092297,0.00793650793650794,-0.00781666666666666,0.0701261451107793,0.0120662068965516,0.0364668811133723,0.00121628389497023,-0.0221874555539752,0.038664223472056,0.0185498690512364,0.0518558951965066,0.0918234064785789,-0.0347826086956522,-0.0366054304545498,-0.00573782551125499,-0.0335051546391753,-0.0267462952188644,-0.0240891297801867,0.0141850325509168,0.0786516853932584,0.010270259614816
T50,0.0137690094533499,0.0745278601529576,-0.0238095238095238,0.0217472735640058,0.0742141103808695,0.0354817234277154,0.169810039169516,-0.0152692216831126,0.0669228346456693,0.013119215198804,0.032738013839127,-0.0477003003756058,0.0146625708585363,0.139535991615454,0.0681454545454545,0.0251492957746478,0.0588197690111233,0.0404774260508563,0.10288311999043,0.0540540540540541,0.0227977808543105,0.106910328499556,0.101333333333333,0.0576879120879121,0.141970070965751,-0.0244751332410705,0.0442666666666667,0.0569105691056911
T51,0.110885870666937,0.0517103638608468,0.0634146341463415,0.0458263939079701,0.0249516262784483,0.0560751418956252,0.120966961503474,0.072353578925515,0.0885614084806405,0.0751425918556837,0.102092161016949,0.0715565554391569,0.112734082397004,0.0139632107023411,0.0532443657656431,0.0392542323913364,0.0621733851221263,-0.00199501246882799,-0.0169215750081354,0.0256410256410256,0.0772628022092024,0.0495956152663592,-0.00484261501210654,0.0389653567391449,0.118916545644905,0.0860252703004544,-0.0249297752808989,0.05
T52,-0.061131386861314,-0.00959878461432223,-0.0206385321100918,0.0140819678698769,0.0430788040058254,0.00294881429128566,0,-0.0192782591486762,0.00677969778819139,0.0120442909135772,0.0500540670431334,-0.0317169461554487,0.0181756984180411,-0.00105137296940704,-0.0151916736699204,0.0377715395981713,0.0161871980294944,0.014992503748126,0.120600242745228,0.05,0.00414094815331135,-0.106985926256129,-0.0462287104622871,-0.04,0.0386507696951404,0.0197999988882651,0.0460274331358235,-0.00366300366300366
T53,0.00651117589893115,-0.00244038488355866,0.0093676463975779,0.0154271604938272,0.00537791950357668,-0.0147007217580166,-0.0503651777543726,-0.0466842430809319,0.0202021290350386,0.0190476190476191,0.0011899858117077,-0.0172413793103448,0,0.0477124048125143,0.0256662728108178,-0.0272975829628141,0.0122562120100933,-0.0295420974889217,0,-0.0158730158730159,-0.0329681370422296,0.0863581259359623,-0.0433673469387755,0,-0.0697606835123001,-0.0388365919732258,-0.00977998935937158,0.00735294117647059
T54,0.00646905474558263,0.0388620954777381,0.0139210620099786,-0.0136754464459403,-0.0249969996742504,-0.00746002868501358,0.0378727272727273,-0.0103076179739089,-0.0528055593692904,-0.0327177570093458,0.0047542857142858,0.0578919298245613,0.0127548209366391,-0.0121432370147137,-0.04,-0.0224509222838874,-0.00242524712961259,0.017250126839168,-0.050019692792438,0.0483870967741936,0.0142054309327036,0.0179860837600104,0.056,0.03125,0.0299906279287723,0.0370372470737682,0.0963006273605031,-0.0255474452554745
