FF49Industries,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49
T11,-0.0045803015655,0.011430436855,-0.00851779886124,-0.0013426808665,0.0061885893639,0.028436851352,0.00370963163706,0.0321647683283,0.00938260449575,0.00658507810412,0.0453983753607,0.0354601041593,0.0336923730187,0.00668590479713,-0.00765387198023,-0.0121506173333,0.0116199083234,0.0168837662618,-0.00303404407771,-0.000234279736631,0.00369368359317,-0.0106853259002,0.0104600146421,0.00641494011354,0.0146337424445,-0.0213948103265,0.0367886300438,0.0226833553491,0.037309617749,-0.0263107786157,-0.00708393150256,0.00358888275793,0.0273683878691,0.022540001465,0.0170412927534,-0.01179396184,0.00681157598941,0.00234119753176,0.00839988544129,0.0224589402039,0.0248844110195,0.00295519879743,0.010325809444,0.0248393494225,0.000974716741249,0.0215405613009,0.00719851481783,0.0272597077628,-0.0194811885085
T12,0.0223346170838,0.000181165151675,0.00671618988138,-0.000622637387285,0.0281348610077,0.00368209103429,0.0293897016289,-0.000181429931803,0.00889477759566,-0.00937905149251,0.0740556651037,-0.0124980867006,0.0191773922907,-0.0037234590352,0.00218034718449,-0.00582851024359,-0.00346134774343,-0.0140301503765,0.000555790166348,0.0252104863407,0.00808836540044,0.00326055102672,0.00246498700452,0.0200687741566,-0.0256184822485,0.0200993023944,0.0107543633784,0.0087673389299,-0.0129869756781,-0.026908509067,-0.00917540371951,0.0139332466918,0.0238822138298,0.0216570607472,0.00431003391401,-0.0119119829351,0.0122264836665,0.019192335448,0.00869724050197,-0.00333846137598,-0.0160226466516,0.00205003579899,0.0118192594061,-0.00314258213585,-0.0124709813087,0.0236982179431,-0.0182503252777,-0.0108685743748,-0.00907124999791
T13,0.0136310323166,-0.00821082047654,-0.00527767817979,-0.00972853362206,-0.00450809479045,-0.00892083186767,-0.00490942368927,-0.000633270738949,-0.0114242231377,-0.0241011320336,0.0162576909765,-0.0094943636181,-0.00770332737365,-0.0231129543535,-0.00542367617374,-0.0132663759585,-0.00683666555672,0.00198926124601,-0.00902118971396,-0.0413582479107,-0.0158386130912,-0.00971802777696,-0.0087993087691,0.000901575746171,0.0424347325394,-0.0293242993136,-0.0387848413023,-0.0300029709451,0.00273301275287,-0.0134673252549,-0.00947344587862,-0.0150894737413,-0.0344183851894,-0.0121460287143,0.000252555756088,-0.024148853554,-0.00967483575262,-0.0239210548091,-0.00950768760029,-0.00933725950167,-0.0116127440219,-0.00977326834772,-0.0118179066991,-0.00361517469078,-0.0182569089913,-0.00586348884295,-0.00948442187022,-0.00813835517976,-0.0102099832355
T14,0.0318049145243,-0.00798175061218,-0.0107715751043,0.00251497428161,0.0197048248719,0.00508542177758,-0.010254497579,0.00457722957489,-0.0019298899076,-0.0101192850742,-0.0260794714452,-0.00443330054202,0.00890315467759,-0.0183343293387,-0.0170054828211,-0.0206313031027,-0.00662710131511,-0.00671016058338,-0.00750937195547,-0.0186387707721,-0.0139520134395,-0.0124058091027,0.00059217415532,-0.0254902097952,-0.0252037744282,0.000424976644788,-0.0597996163545,-0.0319108774121,-0.0354320378955,-0.0170358098184,-0.00210141411811,-0.000526357481916,-0.00882324169997,-0.000748341645749,0.00205717806436,-0.049282431346,-0.00431912021191,0.0142565969393,-0.00370660402084,-0.0184731373646,-0.0124471298648,-0.00145115035596,-0.0083809392417,-0.012554952511,-0.0122000103386,-0.0214133966678,-0.0163718090893,-0.00881183595107,-0.000818998897883
T15,0.0605139520919,0.0415477914447,0.039904180247,0.0214523267645,0.019492130005,0.0776060082244,0.10899199151,0.040248113738,0.0604757730316,0.0620873845883,0.136190542685,0.0862162752047,0.0603457115809,0.0688353716618,0.0476863124906,0.068633499955,0.0654374091324,0.113884305187,0.0626918524353,0.0583970735464,0.0594437019155,0.0799319348381,0.0599646821676,0.0602656110277,0.141239158845,0.053306621213,0.0101423381341,0.0362728199533,0.0384580243841,0.0329577461705,0.0475523782277,0.0844159906689,0.0728754827176,0.0701004092402,0.0697719554693,0.14289385,0.0962559032935,0.0926917006745,0.053589202291,0.0574928931388,0.0372620635173,0.0787908363509,0.0618458948874,0.0620679971095,0.0676036668336,0.0690685167482,0.0575147360072,0.0653065684636,0.0587642624041
T16,0.00655673051388,0.0234659270836,-0.00818950484489,0.0592259847922,0.0453829096317,0.0323374063346,0.0438460297054,0.0188185102858,0.0317854804159,0.0413335422078,0.0414331434251,0.0144780911491,0.025603037379,0.03113630896,0.0505628868307,0.0472765934974,0.0366237223983,0.000498773674553,0.0350295275087,0.0311427968874,0.0309129366144,0.0413329447065,0.0272008883923,0.0242909424193,0.00172101781862,0.0184001899399,-0.00552231994541,0.0445171075349,0.0573119380357,0.00800694231613,0.0320725508234,0.0364097933915,0.0251307920752,0.0530036196007,0.0385301161712,0.363660467267,0.0855512671349,0.0388205823412,0.0149002482815,0.0377880214912,0.0257095633227,0.0424853874596,0.0267126569447,0.0187852400243,0.0361811406644,0.0105943150221,0.00787999764423,0.0101134517855,-0.0168897941661
T17,-0.0530289936807,0.0038432945426,0.0105722652516,0.0257171845885,-0.00096529490005,-0.0200124797943,0.00256172105829,0.0073806389569,0.00927005727274,-0.00215743216063,0.0207640957744,0.00908813161666,-0.000520459396273,-0.00386559870805,-0.00507759480666,-0.00662550556058,0.00383825125073,-0.00805423847699,-0.00403473208634,0.00351726254024,-0.00584329809768,0.0151659761127,-0.00409347997352,-0.000864463547829,0.00881811912367,0.00773803046889,0.00325685832388,0.00469958420617,0.0234803152571,0.0029709292246,-0.00301002724332,0.0113619028215,0.0203974329106,0.0232710062292,-0.011216137308,-0.0165974170147,0.00915056737508,0.00055311504246,0.00175384863278,-0.0112106119193,-0.00425272159545,-0.00404482837194,0.0050033827531,0.00858151127389,0.00622346800453,-0.0252893986858,0.00419703297826,0.000886440446151,-0.0172236042171
T18,0.0502510539826,0.0150439125539,0.0198724840104,0.00407405365107,0.0123564708022,0.00694634745922,0.00162672229835,0.00848879919806,0.0113299035547,0.00650477837736,0.00153168134274,0.0239999994775,0.00588625016125,0.0136119209071,0.0207404765513,0.00195049896932,0.00761000058832,0.00414556982164,0.00649686035737,0.00602824130883,0.0141564635329,0.0302480723822,0.00339808406249,0.00711079985403,0.00699926960496,0.0064952198873,-0.00526028964146,0.0249416709086,-0.0104740809843,0.0163709603223,0.010538927336,0.0187084856836,0.0511024440604,0.0138503774238,0.00302604197328,-0.0169102293437,0.0176389625245,0.018855920939,-0.000341467447243,0.00977294697258,-0.00138512733611,0.0128322404712,0.00851648899761,0.0253785546753,-0.0007046973012,0.00177375282392,-0.00204926095115,0.00840449657441,0.0389435465175
T19,-0.0258400275235,-0.00700111682572,-0.0206184743544,0.00753625381762,0.0209417953272,-0.0146698496633,-0.0171952160513,-0.00012979749865,-0.00881329409516,-0.0122702826636,0.0238183243581,-0.00172069392948,-0.00328410777189,-0.00625708076389,-0.0248323061757,-0.00844789824367,-0.0141528714188,-0.0221378193101,0.000976161243465,-0.0262418976275,-0.00512970620455,-0.00582247797894,-0.0195716595988,-0.0226858692046,-0.0440677836299,0.0000582113035548,-0.0170619027976,-0.00184600365101,0.0212220820436,-0.00791256947506,-0.004121579208,0.00969892957138,-0.0230357618203,-0.00341689377261,-0.00132951548576,-0.077567553948,-0.00679477423803,-0.0150251259745,-0.0101151024563,-0.0267927712957,-0.0210596721887,-0.00881568997611,0.0016605328045,-0.00754339895609,-0.0166308905802,-0.00954974850017,-0.00654396305133,-0.0175992591124,0.0494369087097
T20,-0.0363972872272,-0.0215628876338,-0.027512834038,-0.0443708182373,-0.0214100057671,-0.0612887993946,-0.0531116361015,-0.0336471306171,-0.0405557518656,-0.0264127324297,-0.0799588769423,-0.0409406620105,-0.0255062132265,-0.0333936124644,-0.0466451032576,-0.0407145319058,-0.0334723358771,-0.0598501054254,-0.0456969768252,-0.0302269810726,-0.0375508343458,-0.0463074002568,-0.0353417075876,-0.0560058216673,-0.055182731849,-0.0639137410786,-0.0374688574778,-0.0337056744338,-0.0141052995576,-0.0451581455387,-0.0269230995231,-0.0432701851276,-0.0688042032319,-0.0468004484534,-0.054233782976,-0.0841091812944,-0.0743784216192,-0.0277514531429,-0.0269316576529,-0.0368062348616,-0.0414506866306,-0.0393002231197,-0.0323113680765,-0.047007052077,-0.0457840133768,-0.0432123649513,-0.0449288263437,-0.0413975195953,-0.0423127104409
T21,-0.0253775499096,-0.0211231445849,-0.0289927586051,-0.00603493631242,-0.0122570021467,-0.0225924898979,-0.0040120709876,-0.00641773401855,-0.0105139205189,-0.0167693466325,0.0298242515783,0.0118243096888,0.00813949432656,-0.0140977688841,-0.00410581094585,-0.0266566465089,-0.015547121048,-0.0151195779288,-0.012213868108,-0.00933182364174,-0.00862429252586,-0.0163610350287,-0.0170014984017,-0.0292948678052,-0.00103650726407,-0.0116312543558,-0.00338815171584,0.00840120773622,0.0186939995283,-0.0124531843199,-0.0185138038662,0.00564312361208,0.0095115244481,-0.0171046380351,0.00976048640482,0.0204536393542,0.00287518460341,-0.00663143783187,-0.0110220005987,-0.0159382179211,-0.0194385286215,-0.0122091378713,-0.0143822038235,0.00127063351631,-0.0248401128813,-0.0055659275486,-0.0194002174152,-0.00697828080078,-0.013136159458
T22,0.0193685815704,-0.0303586379653,-0.0213012903645,-0.0246194823816,-0.0614997946153,-0.0528263559805,-0.0414609427007,-0.0327708284582,-0.0412685980956,-0.0456684380107,-0.0369090783944,-0.00919336999036,-0.0149500278051,-0.0344507289611,-0.0470758062382,-0.0370779013252,-0.0406121639503,-0.0593287692084,-0.0414158301352,-0.0109186183172,-0.0427343816984,-0.0526932510332,-0.0416145578709,-0.0497145755887,-0.0555925651119,-0.0468740118498,-0.0604153308662,-0.0546305254342,-0.0182415644267,-0.0631812289102,-0.0232143143167,-0.0140183679691,-0.0515666592233,-0.0413221773305,-0.0351327159688,-0.0499901995418,-0.0552656164216,-0.0369980459089,-0.0315173048909,-0.0472203049094,-0.0563996207502,-0.049142978374,-0.0374045157598,-0.0559519770041,-0.0316053322195,-0.0356884237631,-0.0475727932378,-0.0480782264243,-0.0644838817683
T23,0.0431088303537,-0.0243631292773,-0.0257835797003,-0.0261464912069,-0.00341067800365,-0.0199611579587,-0.0387587851015,-0.0218517635827,-0.021239693974,-0.0405530775515,0.00182432443159,0.0111273336681,0.00594773715953,-0.0216052315799,-0.0329963588448,-0.0300790677689,-0.034241209574,-0.0248371767682,-0.0304950050823,-0.0134459642891,-0.0191105575776,-0.0440299388224,-0.0333624970881,-0.0381942731128,-0.0332614228202,-0.0286345091218,-0.0574970328755,-0.0280820217611,-0.00827709863682,-0.0311611818326,-0.0106929790555,-0.00724000111092,-0.016183926625,-0.0186087673054,-0.0105082601304,-0.105325225135,-0.0338908150296,-0.0141063745983,-0.0146151880303,-0.0205323324424,-0.0383331733864,-0.0305325035167,-0.0283544359717,-0.0221267606959,-0.0348497016099,-0.03116107128,-0.0329384653448,-0.0329721843679,-0.0109902194655
T24,-0.0408889937948,0.00470801351875,-0.00601544516411,0.0132960921572,-0.0132642883244,-0.0106367005429,-0.00591073756044,0.00392349714996,0.00246899412106,-0.00387928407459,0.0606919310128,-0.00822848404881,0.00924442723025,-0.00817408351199,-0.00152513822983,-0.00365803977564,0.00783346832564,-0.0179482571172,-0.00272435735238,-0.00335563625241,-0.00211751542399,0.00307100551761,0.00535172864104,0.00961413352863,0.0104693766021,-0.0302225658743,-0.000749577782316,-0.00284153825905,-0.00154086430052,0.0101788242923,-0.00118068068923,0.000828317357293,0.00832542068019,0.00896248384151,0.00185510677961,0.0470331314793,0.00614882067712,-0.000985751654291,-0.0202482574679,0.0137102808923,-0.0119960392847,0.0115901674865,0.00361218098906,-0.00365128825935,0.00577070141768,0.00480005347915,-0.00349272737238,0.00920725414145,-0.0661684300578
T25,-0.00564804597537,-0.00244200176917,-0.00863407253716,-0.0201496328346,-0.0326196679154,-0.036662644985,-0.038223891121,0.00564475496942,-0.00310287382881,-0.0119016563982,0.0466460783025,-0.026286005116,0.000160637703586,0.00197275944443,-0.00767699648692,-0.0146349177064,-0.00607835365945,-0.00970086380675,-0.00875152515625,0.0150427088968,0.0108249835595,-0.0154133435583,-0.0206790744384,-0.0113439634437,-0.0023527837897,0.0139809334152,-0.00870649087484,-0.015995146557,-0.00947707782928,-0.007403782926,0.0106577321413,-0.0139910605647,0.0000712422910234,-0.0100039062929,-0.0200482643068,-0.0899367264113,-0.0246918828778,0.0124251180363,-0.00804968820294,-0.00215256671194,-0.0192942733904,-0.0101486460587,-0.015741758526,-0.00299679930524,-0.0220421103332,-0.0287508961092,-0.000570243279605,-0.00574475607131,-0.0176262746651
T26,0.0793097545046,0.0537860033448,0.0711491719172,0.0441631565372,0.0755374742958,0.0626413599958,0.0906568166313,0.0104890189046,0.045912748501,0.0722299157887,-0.0335186652524,0.0359958414095,0.0186278533826,0.0397989553502,0.0843331469295,0.0627481986231,0.0520875058492,0.0503898738412,0.0645317246796,0.0568788850945,0.0709038404675,0.0422780842698,0.0660154174002,0.0604172103625,0.0480254067474,0.1074119143,0.0843335372383,0.0968996211665,0.11272867184,0.0692243562154,0.0363436174093,0.0435080426713,0.0697789495545,0.0374045170783,0.0512395831089,0.0370169532535,0.0816128271107,0.0374634731839,0.0750607543528,0.0272612687475,0.0775680287727,0.0727468376819,0.0376374901447,0.049386559005,0.049444969735,0.0380162975401,0.082988145532,0.0341836684904,0.116532679724
T27,-0.0297831729854,-0.00282430369907,-0.0115150298718,0.00146195866941,-0.0320422263376,-0.0447079184066,-0.0118163324651,-0.00845646939374,0.00840165517705,-0.00613050636974,0.02073291264,0.0288961088357,0.0107177281025,-0.0000188800837694,-0.0179826600431,-0.00265791834052,-0.00268010294597,-0.00169302977824,0.00521401263385,-0.0172039629852,-0.0124242146269,0.00918605467934,-0.00743595776356,-0.00773259209886,0.0106309247292,-0.0269379130865,-0.00082505679787,0.00534436760779,-0.00669961980382,-0.00513413916591,-0.00669042760828,-0.00513483103168,-0.0320115875442,-0.0131192564859,-0.017575942512,0.0237953415083,-0.0146168574245,-0.0126248901732,-0.0208815099304,-0.00842344575394,-0.0289132380764,-0.0188872887563,0.00018711789828,-0.021842304788,0.00497078268265,-0.000369190974151,-0.0362017002025,-0.0124851037605,-0.0556423795821
T28,-0.00916934812641,-0.0114840132935,-0.00901176483056,-0.0130117273301,0.00272303232166,-0.0350015350031,-0.025414864124,-0.0234228794237,-0.0245787016123,-0.0237373705448,0.0767281328242,-0.00703947259944,-0.00692201404845,-0.0218324672666,-0.0211445158484,-0.0268262254319,-0.0312411765011,-0.0282841675199,-0.0241809092949,-0.000804519720341,-0.0121302556761,-0.0296262235955,-0.0253031026236,-0.0400419006891,-0.0464982076294,-0.0302672361152,0.0236494614764,-0.0220409641633,0.0384260104711,-0.0137981119466,-0.0161035080357,-0.0271763564682,-0.0284883402668,-0.0131047726242,-0.0253905656194,-0.15117397325,-0.0267873803437,-0.00422928640478,-0.0195018069375,-0.0173056330919,-0.0247809432338,-0.0306421247618,-0.0195641394064,-0.0444073965783,-0.0400095477324,-0.0119196164963,-0.019118953148,-0.0331978062139,-0.0129425447183
T29,-0.0484364820741,-0.0209015936368,-0.0149890056591,-0.00426373059289,-0.0258039838436,-0.0289663963072,-0.0218684609962,-0.0321860593998,-0.0248622924663,-0.032014382093,-0.0397904381214,-0.0553600397083,-0.0152326537159,-0.0243086876879,0.000420896953831,-0.0184833895726,-0.0283840584616,-0.0337299757965,-0.0236128173272,-0.0139197391814,-0.02047417583,-0.0117787955887,-0.0274203011537,-0.0448698050681,-0.0275380668471,-0.0189616505649,-0.0339589129576,-0.0313346434505,-0.0268134992444,-0.032370755432,-0.0142314521005,-0.0311008929896,-0.0271547855907,-0.045840901164,-0.0408276370896,-0.123276526145,-0.0364342225378,-0.0388729466932,-0.0191990505768,-0.0317814689854,-0.0301440673236,-0.0278358666353,-0.0246242230449,-0.0294380978953,-0.0282446837966,-0.0389963239192,-0.049649526193,-0.0263617518414,-0.0278732490151
T30,-0.00579915008524,-0.00342719692048,-0.0141059969347,-0.00719513091589,0.0136714500326,-0.0250968906914,-0.00186143375831,-0.0214783304114,-0.0198210839078,-0.0152488335297,-0.0391187802598,-0.0125052970772,-0.0111581802848,-0.00596864211307,-0.0205786059404,-0.0239664528616,-0.00612216662758,-0.0161063612755,-0.00777458844931,0.0257037562574,-0.00377165358632,-0.00487488493373,-0.00953382122283,-0.00671760304661,-0.0101269758158,0.0171362061922,0.00766595531447,0.00402666145669,-0.00114631913701,-0.011088747385,0.00158247380596,-0.0325233373359,-0.0601768434688,-0.00930712650539,-0.0151648752103,0.031270501159,-0.00322855928595,-0.00553391359891,-0.0140737826335,-0.00733638102085,-0.00975726382787,-0.0112584706468,-0.0169369069681,-0.0349954680366,0.00987001435442,0.00502707110775,-0.041764850183,0.00425901774015,-0.0190543944539
T31,0.00919900227101,-0.00704017549769,-0.00957526766947,-0.00606743198154,-0.0341655465681,-0.0334758628977,-0.0132941743711,-0.0179233784649,-0.0166563626393,-0.0184466582385,-0.0774107014453,0.0199642715557,0.0142832142008,-0.0143921753625,-0.00380875398402,-0.010769623011,-0.0121776951598,-0.0216255339918,-0.00356602475221,0.00389239889369,-0.0145917509485,-0.0098598077267,-0.0254207297156,-0.0504406476059,0.000456203509138,-0.0343326370246,-0.0119354082247,-0.0264816825636,-0.0226598779012,-0.0341100735475,-0.00163219323621,0.000416909667051,-0.0244003114005,-0.0095712432988,-0.0221603473282,-0.075842135084,-0.0333095987939,-0.0108948592608,0.00381237544516,-0.0081749171964,0.00590793182944,-0.0242878287493,-0.00335078288477,-0.0169941896662,0.0282395346944,0.00278043715759,0.00087049249318,-0.0174673168449,-0.0451803314033
T32,-0.00698649901451,-0.00072193636098,-0.00412438998946,0.0172614056398,0.0202243937986,0.0140603949506,0.00303480676602,-0.00533583595116,-0.0022094111562,0.00288868842451,-0.0628647472469,-0.0245103336459,0.0158351884741,0.00344875435032,0.027849770148,-0.00708715527322,-0.00241305547549,0.0198702432332,-0.00251512393216,0.00416721943781,0.00986489864729,-0.00511678272869,-0.0171820692717,-0.0114057111301,0.0158482237461,-0.00002490213069,-0.0419596840956,0.0100704688086,0.0289627292372,-0.0134492746504,0.00480054082722,0.018618307672,0.0309822178769,0.00443759890873,0.00167731753836,0.262106055218,0.0147823392727,0.0217878345048,0.00677981497392,-0.0120783252927,0.0133403006957,0.0164782237695,-0.00321619081598,-0.0149057915745,0.020786583617,0.00425180452923,0.00628645931867,0.0168325507713,-0.0372504785475
